Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source,IUPAC_name
CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,bitter,chemtastes_db,"9,12,13-trihydroxyoctadec-10-enoic acid"
O=C1CNC(=O)C(Cc2ccccc2)N1,O=C1CNC(=O)C(Cc2ccccc2)N1,bitter,chemtastes_db,"3-benzylpiperazine-2,5-dione"
C=CCSCC(=O)O,C=CCSCC(=O)O,sour,IUPAC Dissocation Constants,2-prop-2-enylsulfanylacetic acid
CCNc1ccccc1C(=O)O,CCNc1ccccc1C(=O)O,sour,IUPAC Dissocation Constants,2-(ethylamino)benzoic acid
O=C(O)C1C2CCC(CC2)C1C(=O)O,O=C(O)C1C2CCC(CC2)C1C(=O)O,sour,IUPAC Dissocation Constants,"bicyclo[2.2.2]octane-2,3-dicarboxylic acid"
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],bitter,chemtastes_db,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol;chloride;hydrochloride"
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,bitter,chemtastes_db,"2-(3,4-dihydroxyphenyl)-3,5,7,8-tetrahydroxychromen-4-one"
N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)O)C(=O)O,sour,IUPAC Dissocation Constants,(2S)-2-aminopentanedioic acid
CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,CCCCCC(O)C(O)C=CC(=O)CCCCCCCC(=O)O,bitter,phytocompounds_db,"12,13-dihydroxy-9-oxooctadec-10-enoic acid"
CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,bitter,chemtastes_db,"9-[2-(furan-3-yl)ethyl]-9-hydroxy-4,8,10-trimethyl-2-oxatricyclo[6.3.1.04,12]dodecan-3-one"
O=C(O)COc1ccc(Cl)c(Cl)c1Cl,O=C(O)COc1ccc(Cl)c(Cl)c1Cl,sour,IUPAC Dissocation Constants,"2-(2,3,4-trichlorophenoxy)acetic acid"
Cc1nc2c(=O)n(C)c(=O)[nH]c2n(C)c1=O,Cc1nc2c(=O)n(C)c(=O)[nH]c2n(C)c1=O,sour,IUPAC Dissocation Constants,"3,6,8-trimethyl-1H-pteridine-2,4,7-trione"
O=S(=O)(O)ON=C(CCc1ccccc1)SC1OC(CO)C(O)C(O)C1O,O=S(=O)(O)ON=C(CCc1ccccc1)SC1OC(CO)C(O)C(O)C1O,bitter,phytocompounds_db,"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 3-phenyl-N-sulfooxypropanimidothioate"
O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C(=O)O,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1C(=O)O,bitter,phytocompounds_db,"7,8,9,12,13,14,25,26,27,30,31,32,35,36,37-pentadecahydroxy-4,17,22,40,44-pentaoxo-3,18,21,41,43-pentaoxanonacyclo[27.13.3.138,42.02,20.05,10.011,16.023,28.033,45.034,39]hexatetraconta-5,7,9,11,13,15,23,25,27,29(45),30,32,34(39),35,37-pentadecaene-46-carboxylic acid"
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O,bitter,phytocompounds_db,"[14-hydroxy-3-(5-hydroxy-4-methoxy-6-methyloxan-2-yl)oxy-10,13-dimethyl-17-(5-oxo-2H-furan-3-yl)-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-16-yl] acetate"
CC(=O)CC(=O)C(F)(F)F,CC(=O)CC(=O)C(F)(F)F,sour,IUPAC Dissocation Constants,"1,1,1-trifluoropentane-2,4-dione"
OCC1OC(Oc2ccc3ccccc3c2)C(O)C(O)C1O,OCC1OC(Oc2ccc3ccccc3c2)C(O)C(O)C1O,bitter,chemtastes_db,"2-(hydroxymethyl)-6-naphthalen-2-yloxyoxane-3,4,5-triol"
O=c1[nH]ncc(=S)[nH]1,O=c1[nH]ncc(=S)[nH]1,sour,IUPAC Dissocation Constants,"5-sulfanylidene-2H-1,2,4-triazin-3-one"
O=C(O)c1cccc(Br)c1C(=O)O,O=C(O)c1cccc(Br)c1C(=O)O,sour,IUPAC Dissocation Constants,3-bromophthalic acid
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(C=O)OC(C)=O,bitter,chemtastes_db,"(2,3,4,5-tetraacetyloxy-6-oxohexyl) acetate"
COC(=O)c1ccc([N+](=O)[O-])c(O)c1,COC(=O)c1ccc([N+](=O)[O-])c(O)c1,sour,IUPAC Dissocation Constants,methyl 3-hydroxy-4-nitrobenzoate
COC(=O)C12OCC34C(CC5C(C)=C(OC6OC(CO)C(O)C(O)C6O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(C)=O)C24,COC(=O)C12OCC34C(CC5C(C)=C(OC6OC(CO)C(O)C(O)C6O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(C)=O)C24,bitter,phytocompounds_db,"methyl 3-acetyloxy-15,16-dihydroxy-9,13-dimethyl-4,11-dioxo-10-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate"
O=C(O)C[Se]c1ccc(Br)cc1,O=C(O)C[Se]c1ccc(Br)cc1,sour,IUPAC Dissocation Constants,2-(4-bromophenyl)selanylacetic acid
COC(=O)c1ccc(O)c(Cl)c1,COC(=O)c1ccc(O)c(Cl)c1,sour,IUPAC Dissocation Constants,methyl 3-chloro-4-hydroxybenzoate
O=C(O)C[Se]c1ccccc1Cl,O=C(O)C[Se]c1ccccc1Cl,sour,IUPAC Dissocation Constants,2-(2-chlorophenyl)selanylacetic acid
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,bitter,chemtastes_db,N-benzyl-3-[2-(pyridine-4-carbonyl)hydrazinyl]propanamide
O=C(O)c1ccc(Br)cc1,O=C(O)c1ccc(Br)cc1,sour,IUPAC Dissocation Constants,4-bromobenzoic acid
OCCc1ccccc1,OCCc1ccccc1,bitter,chemtastes_db,2-phenylethanol
CC1=C(O)COC1=O,CC1=C(O)COC1=O,sour,IUPAC Dissocation Constants,3-hydroxy-4-methyl-2H-furan-5-one
Cc1ccc(CCC(=O)O)cc1,Cc1ccc(CCC(=O)O)cc1,sour,IUPAC Dissocation Constants,3-(4-methylphenyl)propanoic acid
O=[N+]([O-])C(I)[N+](=O)[O-],O=[N+]([O-])C(I)[N+](=O)[O-],sour,IUPAC Dissocation Constants,iodo(dinitro)methane
CCCCCC(=O)O,CCCCCC(=O)O,sour,flavor_db,hexanoic acid
O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,bitter,tas2r_agonists,"6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid"
CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,bitter,phytocompounds_db,hexadecanoic acid
C=CC1C(OC2OC(CO)C(O)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,C=CC1C(OC2OC(CO)C(O)C(O)C2OC(C)=O)OC=C2C(=O)OCCC21O,bitter,phytocompounds_db,"[2-[(4-ethenyl-4a-hydroxy-8-oxo-3,4,5,6-tetrahydropyrano[3,4-c]pyran-3-yl)oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] acetate"
C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,bitter,chemtastes_db,"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 3-hydroxy-N-sulfooxypent-4-enimidothioate"
C=C1C(=O)OC2C1CCC(=O)CC1(C)CCC(O)OC21,C=C1C(=O)OC2C1CCC(=O)CC1(C)CCC(O)OC21,bitter,chemtastes_db,"14-hydroxy-11-methyl-5-methylidene-3,15-dioxatricyclo[9.4.0.02,6]pentadecane-4,9-dione"
CC1(O)c2ccoc2CC2C1C(O)C(O)C1(O)C(C)(C)CCC(=O)C21C,CC1(O)c2ccoc2CC2C1C(O)C(O)C1(O)C(C)(C)CCC(=O)C21C,bitter,phytocompounds_db,"4a,5,6,7-tetrahydroxy-4,4,7,11b-tetramethyl-3,5,6,6a,11,11a-hexahydro-2H-naphtho[2,1-f][1]benzofuran-1-one"
Cn1nnc2[nH]c(=S)[nH]c(=O)c21,Cn1nnc2[nH]c(=S)[nH]c(=O)c21,sour,IUPAC Dissocation Constants,"1-methyl-5-sulfanylidene-4H-triazolo[4,5-d]pyrimidin-7-one"
CCOC(=O)CSC(C)(C)C(=O)O,CCOC(=O)CSC(C)(C)C(=O)O,sour,IUPAC Dissocation Constants,2-(2-ethoxy-2-oxoethyl)sulfanyl-2-methylpropanoic acid
CC(Cc1cc2ccccc2[nH]1)NC(=O)C(N)CC(=O)O,CC(Cc1cc2ccccc2[nH]1)NC(=O)C(N)CC(=O)O,bitter,chemtastes_db,3-amino-4-[1-(1H-indol-2-yl)propan-2-ylamino]-4-oxobutanoic acid
Cc1c(O)c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)cc2c1C=CC1C2(C)C(=O)CC2(C)C(C(C)(O)C(O)C=CC(C)(C)O)C(O)CC12C,Cc1c(O)c(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)cc2c1C=CC1C2(C)C(=O)CC2(C)C(C(C)(O)C(O)C=CC(C)(C)O)C(O)CC12C,bitter,phytocompounds_db,"2-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,16-dihydroxy-4,9,13,14-tetramethyl-17-(2,3,6-trihydroxy-6-methylhept-4-en-2-yl)-12,15,16,17-tetrahydro-8H-cyclopenta[a]phenanthren-11-one"
CCCCCCCCCC=O,CCCCCCCCCC=O,bitter,phytocompounds_db,decanal
O=c1ccc2ccc(O)cc2o1,O=c1ccc2ccc(O)cc2o1,bitter,chemtastes_db,7-hydroxychromen-2-one
CC(C(O)c1ccccc1)N(C)CC=Cc1ccccc1,CC(C(O)c1ccccc1)N(C)CC=Cc1ccccc1,bitter,chemtastes_db,2-[methyl(3-phenylprop-2-enyl)amino]-1-phenylpropan-1-ol
CC(=O)OCC1OC(OC2C(OC3(COC(=O)c4ccccc4)OC(CO)C(OC(=O)c4ccccc4)C3OC(=O)c3ccccc3)OC(COC(C)=O)C(OC(C)=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,CC(=O)OCC1OC(OC2C(OC3(COC(=O)c4ccccc4)OC(CO)C(OC(=O)c4ccccc4)C3OC(=O)c3ccccc3)OC(COC(C)=O)C(OC(C)=O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,bitter,phytocompounds_db,"[2-[5-acetyloxy-6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,4-dibenzoyloxy-5-(hydroxymethyl)oxolan-2-yl]methyl benzoate"
COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)CCC(C)(C)O3)cc1,COc1ccc(C=CC(=O)c2c(OC)cc3c(c2O)CCC(C)(C)O3)cc1,bitter,chemtastes_db,"1-(5-hydroxy-7-methoxy-2,2-dimethyl-3,4-dihydrochromen-6-yl)-3-(4-methoxyphenyl)prop-2-en-1-one"
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,bitter,chemtastes_db,"8-ethyl-5-oxo-2-piperazin-1-ylpyrido[2,3-d]pyrimidine-6-carboxylic acid"
COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-].O.[Na+],COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-].O.[Na+],bitter,chemtastes_db,sodium;[3-[[2-(carboxylatomethoxy)benzoyl]amino]-2-methoxypropyl]mercury;hydrate
CCN(CC)CCNC(=O)c1ccc(N)cc1,CCN(CC)CCNC(=O)c1ccc(N)cc1,bitter,chemtastes_db,4-amino-N-[2-(diethylamino)ethyl]benzamide
CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O,CCC(CC)(C(=O)O)C(CC)(CC)C(=O)O,sour,IUPAC Dissocation Constants,"2,2,3,3-tetraethylbutanedioic acid"
O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,bitter,phytocompounds_db,"2-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-3-hydroxybutanedioic acid"
CC(CC(=O)O)C(=O)O,CC(CC(=O)O)C(=O)O,sour,IUPAC Dissocation Constants,2-methylbutanedioic acid
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,bitter,chemtastes_db,"5-(2-bromoprop-2-enyl)-5-propan-2-yl-1,3-diazinane-2,4,6-trione"
CC1(CCC(=O)O)N=N1,CC1(CCC(=O)O)N=N1,sour,IUPAC Dissocation Constants,3-(3-methyldiazirin-3-yl)propanoic acid
Cc1c(O)c(=O)ccn1C,Cc1c(O)c(=O)ccn1C,bitter,chemtastes_db,"3-hydroxy-1,2-dimethylpyridin-4-one"
O=C(O)c1ccccc1Cl,O=C(O)c1ccccc1Cl,sour,IUPAC Dissocation Constants,2-chlorobenzoic acid
NC(C(=O)CCC(=O)O)C(=O)OCc1ccccc1,NC(C(=O)CCC(=O)O)C(=O)OCc1ccccc1,sour,IUPAC Dissocation Constants,"5-amino-4,6-dioxo-6-phenylmethoxyhexanoic acid"
O=[N+]([O-])C(COCc1ccccc1)[N+](=O)[O-],O=[N+]([O-])C(COCc1ccccc1)[N+](=O)[O-],sour,IUPAC Dissocation Constants,"2,2-dinitroethoxymethylbenzene"
CC(C)C(O)(C(C)O)C1C=C(C2C(O)CC3C4=CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4=CCC32C)C(=O)O1,CC(C)C(O)(C(C)O)C1C=C(C2C(O)CC3C4=CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4=CCC32C)C(=O)O1,bitter,phytocompounds_db,"2-(2,3-dihydroxy-4-methylpentan-3-yl)-4-[16-hydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3,4,5,6,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one"
CCOC(=O)C(F)[N+](=O)[O-],CCOC(=O)C(F)[N+](=O)[O-],sour,IUPAC Dissocation Constants,ethyl 2-fluoro-2-nitroacetate
CP(=O)(O)O,CP(=O)(O)O,sour,IUPAC Dissocation Constants,methylphosphonic acid
Cc1ccc(C)c(C(O)C(=O)O)c1,Cc1ccc(C)c(C(O)C(=O)O)c1,sour,IUPAC Dissocation Constants,"2-(2,5-dimethylphenyl)-2-hydroxyacetic acid"
CC(Br)=CC(=O)O,CC(Br)=CC(=O)O,sour,IUPAC Dissocation Constants,3-bromobut-2-enoic acid
CC12CC(c3ccoc3)OC13CC(OC3=O)C1C3CC(CC12)OC3=O,CC12CC(c3ccoc3)OC13CC(OC3=O)C1C3CC(CC12)OC3=O,bitter,phytocompounds_db,"3-(furan-3-yl)-5-methyl-2,9,14-trioxapentacyclo[11.2.1.18,11.01,5.06,12]heptadecane-10,15-dione"
CN(C)C(=N)N=C(N)N,CN(C)C(=N)N=C(N)N,bitter,flavor_db,"3-(diaminomethylidene)-1,1-dimethylguanidine"
O=C(O)c1cccc2nccnc12,O=C(O)c1cccc2nccnc12,sour,IUPAC Dissocation Constants,quinoxaline-5-carboxylic acid
CCN(CC)CCN1C(=O)c2ccccc2S1(=O)=O,CCN(CC)CCN1C(=O)c2ccccc2S1(=O)=O,bitter,chemtastes_db,"2-[2-(diethylamino)ethyl]-1,1-dioxo-1,2-benzothiazol-3-one"
CC1(C)OC2CC(=O)OCC23C1C(=O)C(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,CC1(C)OC2CC(=O)OCC23C1C(=O)C(O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,bitter,phytocompounds_db,"19-(furan-3-yl)-12-hydroxy-9,9,13,20-tetramethyl-4,8,15,18-tetraoxahexacyclo[11.9.0.02,7.02,10.014,16.014,20]docosane-5,11,17-trione"
COc1ccc(C2CC2C(=O)O)cc1,COc1ccc(C2CC2C(=O)O)cc1,sour,IUPAC Dissocation Constants,2-(4-methoxyphenyl)cyclopropane-1-carboxylic acid
O=[N+]([O-])CCC([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])CCC([N+](=O)[O-])[N+](=O)[O-],sour,IUPAC Dissocation Constants,"1,1,3-trinitropropane"
CC(=O)NN,CC(=O)NN,sour,IUPAC Dissocation Constants,acetohydrazide
O=C(O)COc1c(Cl)cccc1Cl,O=C(O)COc1c(Cl)cccc1Cl,sour,IUPAC Dissocation Constants,"2-(2,6-dichlorophenoxy)acetic acid"
O=C(O)CC[As](CCC(=O)O)c1ccc(Cl)cc1,O=C(O)CC[As](CCC(=O)O)c1ccc(Cl)cc1,sour,IUPAC Dissocation Constants,3-[2-carboxyethyl-(4-chlorophenyl)arsanyl]propanoic acid
Cc1nc(C)c(C(=O)O)cc1C(=O)O,Cc1nc(C)c(C(=O)O)cc1C(=O)O,sour,IUPAC Dissocation Constants,"2,6-dimethylpyridine-3,5-dicarboxylic acid"
O=Cc1ccc2n1CC1(CC(O)C(O)CO1)OC2,O=Cc1ccc2n1CC1(CC(O)C(O)CO1)OC2,bitter,chemtastes_db,"4',5'-dihydroxyspiro[1,4-dihydropyrrolo[2,1-c][1,4]oxazine-3,2'-oxane]-6-carbaldehyde"
NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,bitter,chemtastes_db,2-amino-3-(1H-indol-3-yl)propanoic acid
COc1ccc(S)nn1,COc1ccc(S)nn1,sour,IUPAC Dissocation Constants,3-methoxy-1H-pyridazine-6-thione
Cc1cccc(C(N)C(=O)O)c1,Cc1cccc(C(N)C(=O)O)c1,sour,IUPAC Dissocation Constants,2-amino-2-(3-methylphenyl)acetic acid
CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O,bitter,chemtastes_db,"N,N-diethyl-3-(1,1,3,3-tetraoxo-1lambda6,3lambda6,2-benzodithiazol-2-yl)propan-1-amine"
CCOc1ccc2nccc(C(O)C3CC4CCN3CC4CC)c2c1,CCOc1ccc2nccc(C(O)C3CC4CCN3CC4CC)c2c1,bitter,chemtastes_db,(6-ethoxyquinolin-4-yl)-(5-ethyl-1-azabicyclo[2.2.2]octan-2-yl)methanol
CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=O)Nc1c(C)cccc1C,bitter,chemtastes_db,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide"
CC(C)c1ccc(C(=O)O)cc1,CC(C)c1ccc(C(=O)O)cc1,sour,IUPAC Dissocation Constants,4-propan-2-ylbenzoic acid
OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,bitter,chemtastes_db,"2-(hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol"
C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(O)C12,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(O)C12,bitter,phytocompounds_db,"4-hydroxy-10-(hydroxymethyl)-6-methyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one"
NC(=O)C(Cc1cn(-c2ccccc2)c(=O)[nH]c1=O)C(N)=O,NC(=O)C(Cc1cn(-c2ccccc2)c(=O)[nH]c1=O)C(N)=O,sour,IUPAC Dissocation Constants,"2-[(2,4-dioxo-1-phenylpyrimidin-5-yl)methyl]propanediamide"
CC(=O)N(C)c1ccccc1S,CC(=O)N(C)c1ccccc1S,sour,IUPAC Dissocation Constants,N-methyl-N-(2-sulfanylphenyl)acetamide
CC(=O)OCC1(O)C(OC(C)=O)CC2C(COC3OC(CO)C(O)C(O)C3O)=COC(OC(=O)CC(C)C)C21,CC(=O)OCC1(O)C(OC(C)=O)CC2C(COC3OC(CO)C(O)C(O)C3O)=COC(OC(=O)CC(C)C)C21,bitter,phytocompounds_db,"[6-acetyloxy-7-(acetyloxymethyl)-7-hydroxy-4-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-1-yl] 3-methylbutanoate"
COc1cc(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)ccc1O,COc1cc(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)ccc1O,bitter,chemtastes_db,"[3,4,5-trihydroxy-6-(4-hydroxy-3-methoxyphenoxy)oxan-2-yl]methyl 3,4,5-trihydroxybenzoate"
CC(C)C(O)(C(C)O)C1C=C(C2C(O)CC3C4=CCC5CC(O)CCC5(C)C4=CCC32C)C(=O)O1,CC(C)C(O)(C(C)O)C1C=C(C2C(O)CC3C4=CCC5CC(O)CCC5(C)C4=CCC32C)C(=O)O1,bitter,phytocompounds_db,"4-(3,16-dihydroxy-10,13-dimethyl-2,3,4,5,6,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-(2,3-dihydroxy-4-methylpentan-3-yl)-2H-furan-5-one"
CC(=O)c1c(O)c2ccccc2oc1=O,CC(=O)c1c(O)c2ccccc2oc1=O,sour,IUPAC Dissocation Constants,3-acetyl-4-hydroxychromen-2-one
O=c1[nH]c(=O)c2ncn(CCO)c2[nH]1,O=c1[nH]c(=O)c2ncn(CCO)c2[nH]1,sour,IUPAC Dissocation Constants,"9-(2-hydroxyethyl)-3H-purine-2,6-dione"
N[C@@H](CC(=O)O)C(=O)O,N[C@@H](CC(=O)O)C(=O)O,sour,IUPAC Dissocation Constants,(2S)-2-aminobutanedioic acid
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,bitter,flavor_db,"6-(difluoromethoxy)-2-[(3,4-dimethoxypyridin-2-yl)methylsulfinyl]-1H-benzimidazole"
C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12,C=C1C(=O)OC2C=C(CO)CCC=C(C)CC(OC(=O)C(C)CO)C12,bitter,phytocompounds_db,"[10-(hydroxymethyl)-6-methyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-hydroxy-2-methylpropanoate"
OCC1(O)COC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C1O,OCC1(O)COC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C1O,bitter,phytocompounds_db,"7-[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol"
O=C1C2CCCN2C(=O)C2CCCN12,O=C1C2CCCN2C(=O)C2CCCN12,bitter,chemtastes_db,"1,7-diazatricyclo[7.3.0.03,7]dodecane-2,8-dione"
CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,bitter,phytocompounds_db,"2-[[6-[[6-[[17-[5-[4,5-dihydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-hydroxy-6-methylheptan-2-yl]-11-hydroxy-4,4,9,13,14-pentamethyl-2,3,7,8,10,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol"
COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)cc(OC)c1O,COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)cc(OC)c1O,bitter,chemtastes_db,"5-hydroxy-2-[3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoylamino]benzoic acid"
Sc1cnc2ncncc2n1,Sc1cnc2ncncc2n1,sour,IUPAC Dissocation Constants,5H-pteridine-6-thione
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,sour,IUPAC Dissocation Constants,"4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,bitter,chemtastes_db,"5,7-dihydroxy-2-phenylchromen-4-one"
